ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
2407,2111,Benign neoplasm stomach,Benign neoplasm of stomach
2408,2112,Benign neoplasm sm bowel,"Benign neoplasm of duodenum, jejunum, and ileum"
2409,2113,Benign neoplasm lg bowel,Benign neoplasm of colon
2412,2116,Benign neoplasm pancreas,"Benign neoplasm of pancreas, except islets of Langerhans"
2418,2122,Benign neo trachea,Benign neoplasm of trachea
2419,2123,Benign neo bronchus/lung,Benign neoplasm of bronchus and lung
2422,2126,Benign neoplasm thymus,Benign neoplasm of thymus
2423,2127,Benign neoplasm heart,Benign neoplasm of heart
2428,2132,Benign neo vertebrae,"Benign neoplasm of vertebral column, excluding sacrum and coccyx"
2437,2141,Lipoma skin NEC,Lipoma of other skin and subcutaneous tissue
2441,2148,Lipoma NEC,Lipoma of other specified sites
2448,2156,Ben neo soft tis pelvis,Other benign neoplasm of connective and other soft tissue of pelvis
2463,2180,Submucous leiomyoma,Submucous leiomyoma of uterus
2464,2181,Intramural leiomyoma,Intramural leiomyoma of uterus
2466,2189,Uterine leiomyoma NOS,"Leiomyoma of uterus, unspecified"
2468,2191,Benign neo corpus uteri,Benign neoplasm of corpus uteri
2472,2210,Ben neo fallopian tube,Benign neoplasm of fallopian tube and uterine ligaments
2484,2230,Benign neoplasm kidney,"Benign neoplasm of kidney, except pelvis"
2502,2251,Benign neo cranial nerve,Benign neoplasm of cranial nerves
2503,2252,Ben neo cerebr meninges,Benign neoplasm of cerebral meninges
2505,2254,Ben neo spinal meninges,Benign neoplasm of spinal meninges
2509,2270,Benign neoplasm adrenal,Benign neoplasm of adrenal gland
2510,2271,Benign neo parathyroid,Benign neoplasm of parathyroid gland
2511,2273,Benign neo pituitary,Benign neoplasm of pituitary gland and craniopharyngeal duct
2794,3480,Cerebral cysts,Cerebral cysts
2795,3481,Anoxic brain damage,Anoxic brain damage
2797,34830,Encephalopathy NOS,"Encephalopathy, unspecified"
2798,34831,Metabolic encephalopathy,Metabolic encephalopathy
2799,34839,Encephalopathy NEC,Other encephalopathy
2800,3484,Compression of brain,Compression of brain
2801,3485,Cerebral edema,Cerebral edema
2804,34889,Brain conditions NEC,Other conditions of brain
2806,3490,Lumbar puncture reaction,Reaction to spinal or lumbar puncture
2811,34981,Cerebrospinal rhinorrhea,Cerebrospinal fluid rhinorrhea
2812,34982,Toxic encephalopathy,Toxic encephalopathy
2814,3499,Cns disorder NOS,Unspecified disorders of nervous system
2815,3501,Trigeminal neuralgia,Trigeminal neuralgia
2816,3502,Atypical face pain,Atypical face pain
2819,3510,Bell's palsy,Bell's palsy
2829,34460,Cauda equina synd NOS,Cauda equina syndrome without mention of neurogenic bladder
2832,34489,Oth spcf paralytic synd,Other specified paralytic syndrome
2833,3449,Paralysis NOS,"Paralysis, unspecified"
2834,34500,Gen noncv ep w/o intr ep,"Generalized nonconvulsive epilepsy, without mention of intractable epilepsy"
2835,34501,Gen nonconv ep w intr ep,"Generalized nonconvulsive epilepsy, with intractable epilepsy"
2836,34510,Gen cnv epil w/o intr ep,"Generalized convulsive epilepsy, without mention of intractable epilepsy"
2839,3453,Grand mal status,Grand mal status
2840,34540,Psymotr epil w/o int epi,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy"
2842,34550,Part epil w/o intr epil,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy"
2848,34580,Epilep NEC w/o intr epil,"Other forms of epilepsy and recurrent seizures, without mention of intractable epilepsy"
2850,34590,Epilep NOS w/o intr epil,"Epilepsy, unspecified, without mention of intractable epilepsy"
2852,34600,Mgrn w aura wo ntrc mgrn,"Migraine with aura, without mention of intractable migraine without mention of status migrainosus"
2880,30461,Drug depend NEC-contin,"Other specified drug dependence, continuous"
2883,30470,Opioid/other dep-unspec,"Combinations of opioid type drug with any other drug dependence, unspecified"
2884,30471,Opioid/other dep-contin,"Combinations of opioid type drug with any other drug dependence, continuous"
2886,30473,Opioid/other dep-remiss,"Combinations of opioid type drug with any other drug dependence, in remission"
2891,30490,Drug depend NOS-unspec,"Unspecified drug dependence, unspecified"
2892,30491,Drug depend NOS-contin,"Unspecified drug dependence, continuous"
2895,30500,Alcohol abuse-unspec,"Alcohol abuse, unspecified"
2896,30501,Alcohol abuse-continuous,"Alcohol abuse, continuous"
2897,30502,Alcohol abuse-episodic,"Alcohol abuse, episodic"
2898,30503,Alcohol abuse-in remiss,"Alcohol abuse, in remission"
2899,3051,Tobacco use disorder,Tobacco use disorder
2900,30520,Cannabis abuse-unspec,"Cannabis abuse, unspecified"
2902,30522,Cannabis abuse-episodic,"Cannabis abuse, episodic"
2903,30523,Cannabis abuse-in remiss,"Cannabis abuse, in remission"
2908,30540,"Sed,hyp,anxiolytc ab-NOS","Sedative, hypnotic or anxiolytic abuse, unspecified"
2912,30550,Opioid abuse-unspec,"Opioid abuse, unspecified"
2913,30551,Opioid abuse-continuous,"Opioid abuse, continuous"
2915,30553,Opioid abuse-in remiss,"Opioid abuse, in remission"
2916,30560,Cocaine abuse-unspec,"Cocaine abuse, unspecified"
2917,30561,Cocaine abuse-continuous,"Cocaine abuse, continuous"
2919,30563,Cocaine abuse-in remiss,"Cocaine abuse, in remission"
2920,30570,Amphetamine abuse-unspec,"Amphetamine or related acting sympathomimetic abuse, unspecified"
2928,30590,Drug abuse NEC-unspec,"Other, mixed, or unspecified drug abuse, unspecified"
2947,3071,Anorexia nervosa,Anorexia nervosa
2963,30750,Eating disorder NOS,"Eating disorder, unspecified"
2974,3079,Special symptom NEC/NOS,"Other and unspecified special symptoms or syndromes, not elsewhere classified"
2991,30981,Posttraumatic stress dis,Posttraumatic stress disorder
2995,3099,Adjustment reaction NOS,Unspecified adjustment reaction
2996,3100,Frontal lobe syndrome,Frontal lobe syndrome
3002,311,Depressive disorder NEC,"Depressive disorder, not elsewhere classified"
3039,31401,Attn deficit w hyperact,Attention deficit disorder with hyperactivity
3061,3180,Mod intellect disability,Moderate intellectual disabilities
3062,3181,Sev intellect disability,Severe intellectual disabilities
3064,319,Intellect disability NOS,Unspecified intellectual disabilities
3067,3202,Streptococcal meningitis,Streptococcal meningitis
3068,3203,Staphylococc meningitis,Staphylococcal meningitis
3071,32082,Mningts gram-neg bct NEC,"Meningitis due to gram-negative bacteria, not elsewhere classified"
3073,3209,Bacterial meningitis NOS,Meningitis due to unspecified bacterium
3083,3229,Meningitis NOS,"Meningitis, unspecified"
3099,3239,Encephalitis NOS,"Unspecified causes of encephalitis, myelitis, and encephalomyelitis"
3100,3240,Intracranial abscess,Intracranial abscess
3101,3241,Intraspinal abscess,Intraspinal abscess
3103,325,Phlebitis intrcran sinus,Phlebitis and thrombophlebitis of intracranial venous sinuses
3119,32723,Obstructive sleep apnea,Obstructive sleep apnea (adult)(pediatric)
3122,32726,Sleep hypovent oth dis,Sleep related hypoventilation/hypoxemia in conditions classifiable elsewhere
3128,28319,Oth nonauto hem anemia,Other non-autoimmune hemolytic anemias
4077,3649,Iris/ciliary dis NOS,Unspecified disorder of iris and ciliary body
3138,28489,Aplastic anemias NEC,Other specified aplastic anemias
3141,2851,Ac posthemorrhag anemia,Acute posthemorrhagic anemia
3142,28521,Anemia in chr kidney dis,Anemia in chronic kidney disease
3143,28522,Anemia in neoplastic dis,Anemia in neoplastic disease
3144,28529,Anemia-other chronic dis,Anemia of other chronic disease
3146,2858,Anemia NEC,Other specified anemias
3147,2859,Anemia NOS,"Anemia, unspecified"
3152,2864,Von willebrand's disease,Von Willebrand's disease
3156,2866,Defibrination syndrome,Defibrination syndrome
3157,2867,Acq coagul factor defic,Acquired coagulation factor deficiency
3158,2869,Coagulat defect NEC/NOS,Other and unspecified coagulation defects
3163,28731,Immune thrombocyt purpra,Immune thrombocytopenic purpura
3169,2875,Thrombocytopenia NOS,"Thrombocytopenia, unspecified"
3171,2879,Hemorrhagic cond NOS,Unspecified hemorrhagic conditions
3172,28800,Neutropenia NOS,"Neutropenia, unspecified"
3175,28803,Drug induced neutropenia,Drug induced neutropenia
3180,2883,Eosinophilia,Eosinophilia
3182,28850,Leukocytopenia NOS,"Leukocytopenia, unspecified"
3185,28860,Leukocytosis NOS,"Leukocytosis, unspecified"
3193,2888,Wbc disease NEC,Other specified disease of white blood cells
3198,2893,Lymphadenitis NOS,"Lymphadenitis, unspecified, except mesenteric"
3199,2894,Hypersplenism,Hypersplenism
3201,28951,Chr congest splenomegaly,Chronic congestive splenomegaly
3204,28959,Spleen disease NEC,Other diseases of spleen
3206,2897,Methemoglobinemia,Methemoglobinemia
3207,28981,Prim hypercoagulable st,Primary hypercoagulable state
3208,28982,Sec hypercoagulable st,Secondary hypercoagulable state
3209,28983,Myelofibrosis,Myelofibrosis
3211,28989,Blood diseases NEC,Other specified diseases of blood and blood-forming organs
3212,2899,Blood disease NOS,Unspecified diseases of blood and blood-forming organs
3213,2900,Senile dementia uncomp,"Senile dementia, uncomplicated"
3221,29040,"Vascular dementia,uncomp","Vascular dementia, uncomplicated"
3227,2910,Delirium tremens,Alcohol withdrawal delirium
3228,2911,Alcohol amnestic disordr,Alcohol-induced persisting amnestic disorder
3229,2912,Alcohol persist dementia,Alcohol-induced persisting dementia
3230,2913,Alcoh psy dis w hallucin,Alcohol-induced psychotic disorder with hallucinations
3233,29181,Alcohol withdrawal,Alcohol withdrawal
3237,2920,Drug withdrawal,Drug withdrawal
3239,29212,Drug psy dis w hallucin,Drug-induced psychotic disorder with hallucinations
3241,29281,Drug-induced delirium,Drug-induced delirium
3245,29285,Drug induced sleep disor,Drug induced sleep disorders
3247,2929,Drug mental disorder NOS,Unspecified drug-induced mental disorder
3248,2930,Delirium d/t other cond,Delirium due to conditions classified elsewhere
3253,29384,Anxiety disorder oth dis,Anxiety disorder in conditions classified elsewhere
3255,2939,Transient mental dis NOS,Unspecified transient mental disorder in conditions classified elsewhere
3256,2940,Amnestic disord oth dis,Amnestic disorder in conditions classified elsewhere
3257,29410,Dementia w/o behav dist,Dementia in conditions classified elsewhere without behavioral disturbance
3261,2948,Mental disor NEC oth dis,Other persistent mental disorders due to conditions classified elsewhere
3262,2949,Mental disor NOS oth dis,Unspecified persistent mental disorders due to conditions classified elsewhere
3281,29530,Paranoid schizo-unspec,"Paranoid type schizophrenia, unspecified"
3283,29532,Paranoid schizo-chronic,"Paranoid type schizophrenia, chronic"
3287,29540,Schizophreniform dis NOS,"Schizophreniform disorder, unspecified"
3299,29560,Schizophr dis resid NOS,"Schizophrenic disorders, residual type, unspecified"
3301,29562,Schizophr dis resid-chr,"Schizophrenic disorders, residual type, chronic"
3305,29570,Schizoaffective dis NOS,"Schizoaffective disorder, unspecified"
3317,29590,Schizophrenia NOS-unspec,"Unspecified schizophrenia, unspecified"
3319,29592,Schizophrenia NOS-chr,"Unspecified schizophrenia, chronic"
3337,29620,Depress psychosis-unspec,"Major depressive affective disorder, single episode, unspecified"
3339,29622,Depressive psychosis-mod,"Major depressive affective disorder, single episode, moderate"
3341,29624,Depr psychos-sev w psych,"Major depressive affective disorder, single episode, severe, specified as with psychotic behavior"
3344,29630,Recurr depr psychos-unsp,"Major depressive affective disorder, recurrent episode, unspecified"
3351,3332,Myoclonus,Myoclonus
3363,33385,Subac dyskinesa d/t drug,Subacute dyskinesia due to drugs
3366,33391,Stiff-man syndrome,Stiff-man syndrome
3367,33392,Neuroleptic malgnt synd,Neuroleptic malignant syndrome
3369,33394,Restless legs syndrome,Restless legs syndrome (RLS)
3370,33399,Extrapyramidal dis NEC,Other extrapyramidal diseases and abnormal movement disorders
3382,33520,Amyotrophic sclerosis,Amyotrophic lateral sclerosis
3391,3361,Vascular myelopathies,Vascular myelopathies
3393,3363,Myelopathy in oth dis,Myelopathy in other diseases classified elsewhere
3394,3368,Myelopathy NEC,Other myelopathy
3395,3369,Spinal cord disease NOS,Unspecified disease of spinal cord
3399,3371,Aut neuropthy in oth dis,Peripheral autonomic neuropathy in disorders classified elsewhere
3404,3373,Autonomic dysreflexia,Autonomic dysreflexia
3405,3379,Autonomic nerve dis NEC,Unspecified disorder of autonomic nervous system
3407,33811,Acute pain due to trauma,Acute pain due to trauma
3409,33818,Acute postop pain NEC,Other acute postoperative pain
3414,33829,Chronic pain NEC,Other chronic pain
3415,3383,Neoplasm related pain,Neoplasm related pain (acute) (chronic)
3441,340,Multiple sclerosis,Multiple sclerosis
3458,34290,Unsp hemiplga unspf side,"Hemiplegia, unspecified, affecting unspecified side"
3459,34291,Unsp hemiplga domnt side,"Hemiplegia, unspecified, affecting dominant side"
3460,34292,Unsp hmiplga nondmnt sde,"Hemiplegia, unspecified, affecting nondominant side"
3467,3439,Cerebral palsy NOS,"Infantile cerebral palsy, unspecified"
3468,34400,"Quadriplegia, unspecifd","Quadriplegia, unspecified"
3470,34402,"Quadrplg c1-c4, incomplt","Quadriplegia, C1-C4, incomplete"
3473,34409,Other quadriplegia,Other quadriplegia
3474,3441,Paraplegia NOS,Paraplegia
3475,3442,Diplegia of upper limbs,Diplegia of upper limbs
3476,34430,Monplga lwr lmb unsp sde,Monoplegia of lower limb affecting unspecified side
3484,34680,Othr migrne wo ntrc mgrn,"Other forms of migraine, without mention of intractable migraine without mention of status migrainosus"
3488,34690,Migrne unsp wo ntrc mgrn,"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus"
3491,36813,Visual discomfort,Visual discomfort
3926,36189,Retinal detachment NEC,Other forms of retinal detachment
3927,3619,Retinal detachment NOS,Unspecified retinal detachment
3928,36201,Diabetic retinopathy NOS,Background diabetic retinopathy
3935,36210,Backgrnd retinopathy NOS,"Background retinopathy, unspecified"
3945,36221,Retrolental fibroplasia,Retrolental fibroplasia
3954,36231,Cent retina artery occlu,Central retinal artery occlusion
3965,36250,Macular degeneration NOS,"Macular degeneration (senile), unspecified"
3988,36281,Retinal hemorrhage,Retinal hemorrhage
4120,3659,Glaucoma NOS,Unspecified glaucoma
4156,3668,Cataract NEC,Other cataract
4157,3669,Cataract NOS,Unspecified cataract
3515,38100,Ac nonsup otitis med NOS,"Acute nonsuppurative otitis media, unspecified"
3546,3829,Otitis media NOS,Unspecified otitis media
3549,38302,Ac mastoiditis-compl NEC,Acute mastoiditis with other complications
